Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
EMBASSY,RR,439.1,-2.98,41622.01,573.65,2496.65
BSE,EQ,3314.2,-3.85,135180.94,21.13,700.49
IPCALAB,EQ,1878.2,8.3,47650.73,23.84,452.09
HAL,EQ,5094.6,1.29,340714.11,6.51,332.78
PWL,EQ,125.74,7.36,36475.75,265.84,331.26
HINDCOPPER,EQ,553.2,4.56,53495.77,57.14,313.69
BHARTIARTL,EQ,1985.3,-0.34,1238835.28,15.11,300.28
NETWEB,EQ,5185.5,3.56,29526.59,4.72,242.01
MANORAMA,EQ,1811.8,4.3,11436.51,12.09,221.82
CUPID,EQ,288.08,-1.97,38736.99,70.56,203.08
BDL,EQ,1386.8,-0.8,50834.89,14.47,202.64
PURVA,EQ,242.49,11.13,5750.64,82.94,200.58
AMBER,EQ,7348.5,1.75,25916.52,2.58,188.97
MARKSANS,EQ,334.15,0.35,15142.47,55,186.65
ETERNAL,EQ,318.1,-0.13,306977.65,56.15,179.06
VOLTAS,EQ,1286.4,-2.58,42565.01,13.52,176.31
RUBICON,EQ,1677.3,3.59,27764.67,10.01,167.06
RELIANCE,EQ,1305.2,-0.37,1766266.95,12.23,159.93
ZAGGLE,EQ,160.48,-20,2157.79,89.75,147.52
AZAD,EQ,2893.1,6.45,18684.14,4.54,127.47
RATNAVEER,EQ,237.76,3.3,1698.24,53.18,126.52
LEAPIND,EQ,152.16,4.99,6703.2,79.07,121.27
HDFCBANK,EQ,725.85,-0.16,1118490.7,16.63,120.69
ASHOKLEY,EQ,174.64,1.75,102581,67.81,118.58
COCHINSHIP,EQ,1468.7,-1.86,38638.67,7.88,115.99
SCHNEIDER,EQ,1209,-11.7,28907.68,9.48,115.8
AXISBANK,EQ,1222.3,0.4,380475.37,9.49,115.8
PATANJALI,EQ,355.15,0.89,38644.18,32.23,114.03
M&M,EQ,3429.4,0.03,426455.78,3.3,113.41
TDPOWERSYS,EQ,1523,2.59,23793.59,7.43,112.24
PTCIL,EQ,19432,2.01,29133.52,0.57,112.02
ZEEL,EQ,103.17,0.87,9909.68,98.97,102.64
KMEW,EQ,2805.6,2.74,6901.78,3.56,102.29
IDEA,EQ,13.96,-1.06,151246.88,729.02,102.14
ONGC,EQ,237.9,0.63,299284.84,40.36,95.8
CPPLUS,EQ,3363,-4.43,39784.44,2.8,94.01
UFLEX,EQ,560.15,14.69,4044.93,16.47,93.51
KRN,EQ,1519.9,3.51,9949.04,6.13,93.25
LGEINDIA,EQ,1711,-1.08,116137.96,5.36,92.33
ICICIBANK,EQ,1415.3,-0.12,1015641.69,6.44,91.2
BELRISE,EQ,241.38,-5.47,23345.11,37.63,91.06
GALAXYSURF,EQ,2517.4,0.36,8925.38,3.62,90.26
JIOFIN,EQ,246.75,-0.92,162932.52,36.23,89.32
ATHERENERG,EQ,1504,-0.5,59331.77,5.83,88.49
TCS,EQ,2331.4,-1.25,843520.92,3.68,85.97
APARINDS,EQ,16661,-0.18,69763.5,0.51,85.05
NMDC,EQ,81.4,-3.55,71565.39,103.31,84.79
MOREPENLAB,EQ,85.65,1.73,4693.22,96.03,82.08
NATIONALUM,EQ,385,2.39,70710.32,21.26,81.05
BALUFORGE,EQ,515.8,4.47,6261.39,15.1,78.23
SOLARINDS,EQ,20114,0.73,182011.7,0.38,77.56
BAJAJHLDNG,EQ,11414,-0.53,127030.41,0.67,76.01
LAURUSLABS,EQ,1814,1.49,98001.27,4.16,75.37
ADANIENSOL,EQ,1617.1,0.07,197763.97,4.65,75.32
MCX,EQ,2927.4,0.55,74646.31,2.57,74.96
BHEL,EQ,429.9,1.94,149693.9,17.05,72.58
FINCABLES,EQ,1296.7,4,19831.64,5.58,71.76
MOTILALOFS,EQ,929.1,2.81,55945.45,7.75,71.24
LASERPOWER,EQ,306.7,1.25,4305.1,22.94,71.07
SBIN,EQ,1058.4,-0.87,976968.57,6.27,66.32
SILVERBEES,EQ,223.75,1.14,32045.78,28.73,64.25
AVALON,EQ,2035,4.85,13596.19,3.16,63.7
BEL,EQ,411.6,0.19,300870.5,15.33,63.07
HFCL,EQ,224.57,0.65,34372.74,27.97,62.48
APOLLOHOSP,EQ,8941,0.23,128557.86,0.69,62.18
MAZDOCK,EQ,2593.9,0.54,104632.74,2.38,61.92
INFY,EQ,1151.9,-1.48,467447.54,5.33,61.66
MOTISONS,EQ,16.59,-0.96,1887.12,367.28,61.56
MUNJALAU,EQ,124.89,3.62,1248.9,48.6,61.5
KERNEX,EQ,1940.1,-4.15,3260.07,3.14,61.48
DATAPATTNS,EQ,4520,1.44,25304.75,1.36,61.45
KALYANKJIL,EQ,611.65,0.56,63167.55,10.04,60.98
KAYNES,EQ,3687.1,0.73,24716.35,1.63,59.89
GROWW,EQ,197.86,0.86,124129.38,29.1,57.46
ADANIENT,EQ,3028.2,-0.23,409845.55,1.89,57.43
DIXON,EQ,14215,0.6,86913.54,0.4,56.47
WELSPUNLIV,EQ,168.27,2.57,15897.35,33.14,55.6
BAJFINANCE,EQ,1084,-0.28,674856.59,4.84,52.35
ADANIPORTS,EQ,1691.5,-0.5,389714.68,2.99,50.62
HINDPETRO,EQ,372,-0.4,79155,13.54,50.1
KWIL,EQ,36.33,0.94,8536.07,134.41,48.95
TMPV,EQ,330.35,-1.24,121672.52,14.37,47.57
TECHNOCRAF,EQ,301.41,-3.13,1193.77,15.53,47.38
PAYTM,EQ,1614.8,0.74,103530.17,2.94,47.27
GOLDBEES,EQ,126.52,1.11,57751.77,37.1,46.91
DRREDDY,EQ,1187.9,-1.01,99148.64,3.81,45.15
CHENNPETRO,EQ,1347.2,1.91,20061.34,3.36,44.92
RECLTD,EQ,336.8,0.54,88686.98,13.36,44.81
HINDALCO,EQ,1039.5,0.97,233599.2,4.31,44.77
INDOMIM,EQ,848.05,-0.15,41934.45,5.18,44.23
GNFC,EQ,597.6,5.04,8781.18,7.39,43.49
VIKRAMSOLR,EQ,169.11,5.59,6127.77,25.88,43.42
EICHERMOT,EQ,8110,0.54,222637.1,0.52,42.24
MAXHEALTH,EQ,1018.2,0.95,99098.7,4.14,41.94
KINGFA,EQ,6016.5,2.5,8153.19,0.7,41.9
AUROPHARMA,EQ,1638.9,1.04,94298.68,2.53,41.61
POWERINDIA,EQ,35685,-0.04,159056.48,0.12,41.21
TMCV,EQ,472.25,-0.43,173915.52,8.64,40.98
PARAS,EQ,1359,-1.34,10951.82,3,40.96
MUTHOOTFIN,EQ,2864.3,0.78,114992.62,1.42,40.58
TVSSRICHAK,EQ,4750.6,6.09,3637.56,0.88,40.47
HINDZINC,EQ,568.5,1.17,240209.39,7.07,40.13
TARSONS,EQ,356.7,-1,1897.87,11.1,39.41
APOLLO,EQ,393.65,0.03,14628.01,9.8,38.63
BOSCHLTD,EQ,47605,1.07,140416.18,0.08,38.5
BLUESTONE,EQ,848.5,0.38,12960.79,4.47,37.99
HONASA,EQ,494.95,-1.56,16136.57,7.51,37.64
TVSMOTOR,EQ,4346,0.91,206472.86,0.86,37.5
SYRMA,EQ,1494.3,1.99,28814.66,2.51,37.37
LENSKART,EQ,614.35,0.41,106818.3,5.99,36.71
HDFCLIFE,EQ,542.75,1.29,117911.08,6.62,35.75
NIFTYBEES,EQ,277.26,-0.39,66909.53,12.68,35.16
ADANIPOWER,EQ,204.59,-0.32,394545.57,17.08,35
OLAELEC,EQ,39,0.7,18050.79,90.16,34.94
CUMMINSIND,EQ,5390,-0.19,149410.8,0.64,34.55
TITAN,EQ,5081.3,0.5,451110.78,0.68,34.3
NATCOPHARM,EQ,894.25,-0.99,16016.9,3.86,34.19
SHADOWFAX,EQ,259.46,3.23,15186.71,13.08,33.65
UNIONBANK,EQ,184.79,-1.38,141061.4,17.95,33.26
SONACOMS,EQ,802.45,1.32,50037,4.09,32.85
GVT&D,EQ,4334.5,-0.36,110983.37,0.76,32.75
APLAPOLLO,EQ,2087.8,0.22,57969.52,1.52,31.87
SHANTIGOLD,EQ,258.64,4.43,1864.69,12.44,31.78
LIQUIDCASE,EQ,115.5,0.01,10324.77,27.43,31.69
SUNPHARMA,EQ,1913.6,-0.85,459125.92,1.64,31.55
COFORGE,EQ,1810.5,-0.08,80141.56,1.74,31.54
PAGEIND,EQ,37350,1.63,41659.72,0.08,31.08
NSLNISP,EQ,40.99,-7.89,12012.55,74.39,31
VOGL,EQ,37.59,1.21,14699.15,82.81,30.9
ITC,EQ,276.3,-0.68,346259.8,11.13,30.74
ALKEM,EQ,5433,1.21,64959.66,0.57,30.74
REDINGTON,EQ,340.4,1.9,26611.6,9.01,30.71
LICI,EQ,412.55,-0.23,521875.56,7.34,30.24
TFCILTD,EQ,120.45,2.56,5576.56,25.19,30.06
LIQUIDBEES,EQ,1000,0,11455.17,2.97,29.67
BIOCON,EQ,410.6,-1.53,66915.24,7.13,29.52
CGPOWER,EQ,896.7,0.74,141270.61,3.26,29.11
BHARATFORG,EQ,2091.2,1.27,99963.26,1.38,28.68
SJS,EQ,2559.9,1.08,8198.5,1.12,28.66
MIDHANI,EQ,432.85,3.88,8109.01,6.72,28.49
CEMPRO,EQ,1363.7,5,23426.67,2.09,28.24
SUPREMEIND,EQ,3609.5,1.42,45850.35,0.78,28.05
OFSS,EQ,11823,-0.04,102949.38,0.24,27.85
DIVISLAB,EQ,8509,0.38,225887.21,0.33,27.74
LT,EQ,4035,-0.54,555161.97,0.68,27.49
AEGISLOG,EQ,1286.6,1.68,45159.66,2.1,27.02
BLUESTARCO,EQ,1504.7,-0.22,30938.86,1.8,26.78
ZENTEC,EQ,1890.4,1.79,17068.49,1.41,26.56
TATASTEEL,EQ,183.29,-0.11,228810.57,14.51,26.54
SUDARSCHEM,EQ,1117.7,-0.04,8897.74,2.37,26.15
LTM,EQ,4642.6,-1.54,137709.41,0.56,26.08
CANBK,EQ,129.65,-1.22,117600.99,19.96,25.89
SHRIRAMFIN,EQ,1123.2,0.11,264283.17,2.3,25.77
SWIGGY,EQ,274.65,-0.6,75812.01,9.32,25.65
SAMMAANCAP,EQ,153.11,0.47,17784.39,16.87,25.56
SUZLON,EQ,47.24,0.3,64934.15,54.24,25.56
PFC,EQ,374.6,-0.37,123621.81,6.79,25.4
VAML,EQ,445.1,0.29,174051.37,5.69,25.28
VEDL,EQ,268.9,0.52,105150.33,9.41,25.25
NEULANDLAB,EQ,23247,-0.31,29825.64,0.11,24.95
TIINDIA,EQ,2729.3,-0.15,52831.69,0.91,24.78
GOLDIAM,EQ,374.65,2.46,5640.62,6.66,24.76
PINELABS,EQ,164.39,-0.29,18968.27,14.82,24.39
PERSISTENT,EQ,5553,-0.48,87598.57,0.44,24.35
CDSL,EQ,1331.2,-0.98,27822.08,1.83,24.34
POLICYBZR,EQ,1752.6,0.67,81091.9,1.39,24.21
MANAPPURAM,EQ,345.5,-0.72,32454.06,6.7,23.15
CAMS,EQ,760.35,-0.25,18879.3,3.04,23.11
HSCL,EQ,782,0.12,39456.64,2.94,23.03
GVPIL,EQ,736.8,-4.26,4953.32,3.11,22.77
MRPL,EQ,172.24,1,30186.76,13.18,22.67
MARUTI,EQ,13876,0.3,436265.01,0.16,22.62
INDIGO,EQ,5303.5,-0.12,205068.63,0.43,22.59
HEROMOTOCO,EQ,5801.5,0.2,116111.92,0.38,22.25
ATLANTAELE,EQ,1788.4,6.4,13752.19,1.27,22.21
INDSWFTLAB,EQ,310.4,2.04,2699.29,7.09,22.19
KPIGREEN,EQ,307.2,-3.7,6072.48,7.14,22.17
E2E,BE,694,4.09,14266.2,3.19,22.16
EXIDEIND,EQ,475.5,-0.13,40417.5,4.66,22.15
ARDEE,EQ,61.25,3.55,1930.61,36.06,21.97
KEI,EQ,5796,1.68,55410.1,0.37,21.44
HEG,EQ,700.45,-0.08,13517.11,3.01,21.17
POLYCAB,EQ,9313,0.79,140302.19,0.23,21.12
HAPPSTMNDS,EQ,409.05,-2.65,6228.8,5.07,21.03
CENTUM,EQ,3436.9,-2.87,5072.53,0.61,21.02
BALRAMCHIN,EQ,637.25,1.98,13475.74,3.25,20.98
VISL,EQ,36.94,0.19,14444.97,56.89,20.93
YESBANK,EQ,22.65,-0.09,71092.92,92.47,20.88
BATAINDIA,EQ,745.7,-1.32,9584.3,2.75,20.75
BANKBARODA,EQ,244.88,-1.35,126636.32,8.41,20.64
GRSE,EQ,2617.6,-0.04,29985.13,0.78,20.56
SETL,EQ,311.5,4.39,6214.17,6.57,20.46
NAM-INDIA,EQ,1172.8,0.42,74976.62,1.74,20.29
KPITTECH,EQ,607.3,-1.09,16648.75,3.33,20.16
ANGELONE,EQ,284.8,-0.87,26021.82,7.1,20.13
ROLEXRINGS,EQ,179.89,2.04,3100.1,11.1,19.93
RBA,EQ,101.62,2.56,7232.49,19.8,19.84
BEML,EQ,1896.6,1.18,15796.59,1.02,19.37
JSWSTEEL,EQ,1263.6,-0.5,309007.56,1.54,19.33
PNB,EQ,116.19,-1.53,133536.51,16.57,19.29
MSTCLTD,EQ,652,4.59,4590.08,2.96,19.06
DLF,EQ,663.5,-0.23,164237.15,2.8,18.56
GMRAIRPORT,EQ,102.45,0.93,108176.71,17.95,18.28
PPLPHARMA,EQ,206.7,0.03,27518.97,8.74,18.13
TRIVENI,EQ,280.94,5.45,6099.77,6.49,18.09
ADANIGREEN,EQ,1337.3,-0.79,219503.6,1.34,17.99
TENNIND,EQ,548.55,1.91,22139.71,3.29,17.93
LODHA,EQ,1228.5,-1.24,122743.01,1.44,17.73
SAIL,EQ,169.68,0.1,70086.75,10.41,17.66
BAJAJCON,EQ,489.8,-2.16,6397.69,3.55,17.62
NBCC,EQ,89.5,0.56,24165,19.78,17.62
IFCI,EQ,76.12,-1.07,20509.12,22.77,17.38
BLS,EQ,275.99,-0.77,11363.64,6.2,17.35
AMAGI,EQ,589.95,-3.08,12762.92,2.94,17.23
GLAND,EQ,2970.3,0,49000.05,0.57,16.98
FORCEMOT,EQ,18411,0.27,23994.9,0.09,16.87
TATATECH,EQ,852.4,-1.79,34611.86,1.98,16.84
TI,EQ,576.25,1.32,14260.68,2.9,16.65
TECHM,EQ,1616.9,-0.97,158469.91,1.02,16.5
OIL,EQ,478.15,2.06,77776.25,3.45,16.38
PCJEWELLER,EQ,9.66,0.21,9380.38,170.06,16.36
APEX,EQ,413.35,-3.05,1291.72,3.85,16.3
ASTERDM,EQ,834.5,1.48,72741.07,1.93,16.12
FLUOROCHEM,EQ,4731.8,-0.13,51978.82,0.34,16.1
HCLTECH,EQ,1338.7,-1.57,363278.35,1.19,16.04
NAVA,EQ,560.6,-2.1,15879.28,2.82,15.93
KPL,EQ,3615,5.19,3751,0.44,15.86
SANSERA,EQ,3912,-0.32,24412.28,0.4,15.82
KOTAKBANK,EQ,392.1,0.24,390036.41,4.03,15.79
MEESHO,EQ,193.28,1.11,89364.35,8.15,15.72
SHILPAMED,EQ,813.4,-1.05,15908.62,1.9,15.6
DELHIVERY,EQ,458.3,-0.3,34334.32,3.42,15.6
UNOMINDA,EQ,1244.4,0.35,71859.87,1.25,15.59
VIYASH,EQ,248.55,-2.78,10858.54,6.21,15.49
TRENT,EQ,2975.3,-0.09,158652.61,0.52,15.46
KFINTECH,EQ,936.4,-0.38,16185.33,1.64,15.32
BAJAJ-AUTO,EQ,11709,0.08,321767.81,0.13,15.1
JUBLFOOD,EQ,505.8,0.34,33374.97,2.98,15.05
NAVINFLUOR,EQ,8241,0.07,42263.37,0.18,15.04
BPCL,EQ,318.7,-0.23,138265.86,4.73,15
EPL,EQ,246.7,0.86,7903.56,6.08,14.91
LUPIN,EQ,2225.1,-0.44,101739.34,0.66,14.79
MPHASIS,EQ,2496.5,-1.91,47652.38,0.59,14.78
360ONE,EQ,1163.5,-1.4,47341.56,1.27,14.75
SUVEN,EQ,352.7,3.02,9311.02,4.2,14.73
DEEPAKFERT,EQ,1509.5,0.88,19055.6,0.96,14.57
TEJASNET,EQ,522.7,-2.93,9302.7,2.76,14.53
POONAWALLA,EQ,500.65,0.55,44082.84,2.9,14.53
ELGIEQUIP,EQ,613.7,0.69,19448.71,2.38,14.52
INDIGOPNTS,EQ,1176.8,2.45,5617.18,1.22,14.46
IRFC,EQ,86.72,-0.97,113330.08,16.64,14.44
UNIMECH,EQ,1487.8,-2.29,7566.49,0.95,14.4
WAAREEENER,EQ,2670.6,-0.43,76820.17,0.54,14.3
FRACTAL,EQ,820.25,-1.69,14105.44,1.74,14.27
NIBE,EQ,1449.5,-2.72,2165.74,0.99,14.21
SBIFUNDS,EQ,553.15,-1.06,112667.12,2.55,14.15
BRITANNIA,EQ,5530,-0.5,133200.17,0.25,14.03
TATSILV,EQ,22.73,1.25,5493.28,61.69,14.01
POWERGRID,EQ,266.7,0.24,248047.1,5.19,13.81
MFSL,EQ,1540,0.12,53147.67,0.9,13.81
RADICO,EQ,4644.2,-0.12,62224.11,0.3,13.78
GESHIP,EQ,1280.3,-0.33,18278.48,1.07,13.76
GPPL,EQ,161.31,1.66,7798.37,8.52,13.73
WOCKPHARMA,EQ,1889.4,-2.24,30700.02,0.72,13.72
MOTHERSON,EQ,168.76,0.27,178109.54,8.13,13.7
RKFORGE,EQ,742.9,1.41,13533.41,1.84,13.69
QPOWER,EQ,1311.7,4.99,10158.34,1.06,13.69
RRKABEL,EQ,2774.8,-0.39,31384.52,0.49,13.54
ARVIND,EQ,542.85,-5.07,14767.73,2.48,13.53
UJJIVANSFB,EQ,71.65,-1.13,13961.29,18.72,13.51
GODREJCP,EQ,928.3,-0.64,94993.4,1.45,13.49
ANTHEM,EQ,896.55,0.72,50512.35,1.49,13.41
NUVAMA,EQ,1686.1,0.96,30959.42,0.79,13.34
HAPPYFORGE,EQ,2164.7,3.59,20430.16,0.62,13.32
GODREJPROP,EQ,1985.2,-0.24,59799.38,0.67,13.28
LTF,EQ,306.05,-0.08,76697.53,4.34,13.27
INDIANB,EQ,875.95,-2.12,117987.31,1.51,13.26
SUMICHEM,EQ,557.2,-1.37,27812.4,2.33,13.19
EMIL,EQ,188.74,-0.37,7261.75,6.91,13.18
IDFCFIRSTB,EQ,84.82,-1.02,73125.18,15.53,13.17
ABCAPITAL,EQ,396.55,-1.11,108514.51,3.3,13.08
WIPRO,EQ,181.74,-1.23,180002.49,7.17,13.08
HINDUNILVR,EQ,2063.5,-0.65,484838.16,0.62,12.85
SUNTV,EQ,495.3,2.21,19519.01,2.58,12.7
RHETAN,EQ,21.28,1.09,1695.75,59.49,12.65
AVADHSUGAR,EQ,691.1,5.81,1383.47,1.81,12.63
UTLSOLAR,EQ,445.6,5.13,13675.54,2.84,12.6
ENDURANCE,EQ,2983,2.9,41959.73,0.42,12.47
NAUKRI,EQ,1344.6,0.12,87186.63,0.92,12.45
URBANCO,EQ,144.28,-0.08,22250.58,8.61,12.37
RVNL,EQ,226.19,-0.51,47161.07,5.48,12.36
THERMAX,EQ,4076.1,0.77,48569.3,0.3,12.33
JPPOWER,EQ,17.33,-0.35,11877.04,71.15,12.32
MINDACORP,EQ,725,0.69,17333.26,1.69,12.3
IOC,EQ,139.58,0.13,197104.25,8.77,12.19
TIIL,EQ,3117.9,0.95,7069.15,0.39,12.15
ULTRACEMCO,EQ,11601,-0.15,341857.31,0.1,12.13
DCAL,EQ,171.1,-10.26,2682.56,7.03,12.13
AUBANK,EQ,1087.5,0.52,81554.98,1.12,12.12
ABB,EQ,7734.5,1.12,163900.53,0.16,11.94
FCL,EQ,43.82,1.06,5102.84,27.15,11.92
VMM,EQ,106.68,1.41,49977.54,11.17,11.82
HAVELLS,EQ,1295,-0.23,81269.23,0.92,11.8
CHOLAFIN,EQ,1877,-0.92,160043.92,0.62,11.58
HDFCAMC,EQ,2496.2,0.45,107033.76,0.47,11.57
IDEAFORGE,EQ,801.15,-2.4,3981.26,1.43,11.54
DALMIASUG,EQ,435.95,3.21,3528.55,2.62,11.51
SENCO,EQ,340.8,-0.31,5585.74,3.39,11.47
GRASIM,EQ,3225.1,-0.73,219480.22,0.35,11.47
PHOENIXLTD,EQ,1888.5,-0.08,67543.69,0.61,11.43
MVELECTRO,EQ,585.5,-0.54,1597.4,1.91,11.26
VADILALIND,EQ,7321.5,-5.52,5262.57,0.15,11.17
STLTECH,BE,655,1.12,33661.19,1.73,11.16
SHYAMMETL,EQ,988,-1.16,27578.23,1.12,11.14
RAIN,EQ,206.33,-1.13,6939.82,5.38,11.08
KISSHT,EQ,305.2,-1.39,5142.1,3.63,11.07
TATAGOLD,EQ,14.86,1.09,6167.31,74.43,11.05
THANGAMAYL,EQ,5428,0.02,16871.32,0.2,11.04
PGEL,EQ,602.75,0.29,17265.03,1.84,11.03
SAATVIKGL,EQ,384.7,-9.99,4889.73,2.81,11
NELCO,EQ,1061.1,3.56,2421.26,1.04,10.9
ASIANPAINT,EQ,2701.6,0.2,259136.87,0.4,10.9
FEDERALBNK,EQ,351.65,0.1,86881.28,3.1,10.89
TATAPOWER,EQ,380.45,-0.42,121566.69,2.86,10.88
KARURVYSYA,EQ,327.2,-1.37,31625.88,3.3,10.86
ZYDUSLIFE,EQ,1129.3,-0.52,112648.11,0.96,10.82
LICHSGFIN,EQ,498.5,-0.3,27420.64,2.16,10.76
LLOYDSENGG,EQ,92.74,-0.84,13696.74,11.49,10.67
ENRIN,EQ,3566.6,0.86,127013.94,0.3,10.66
IGIL,EQ,342.2,-1.07,14788.5,3.04,10.65
RISHABH,EQ,634,-2.26,2451.17,1.68,10.64
GKSL,EQ,147.1,7.82,1159.78,7.38,10.54
COALINDIA,EQ,407.8,0.17,251316.06,2.58,10.5
UPL,EQ,566.85,0.68,47851.74,1.86,10.5
SBCL,EQ,1032.45,-0.74,5947.35,0.99,10.45
KIRLOSENG,EQ,2100.2,0,30562.08,0.5,10.43
IRCTC,EQ,500.85,0.67,40068,2.08,10.41
SKYGOLD,EQ,773.95,0.07,11986.46,1.33,10.36
ANANTRAJ,EQ,626.95,-0.48,22562.48,1.65,10.33
SEDEMAC,EQ,3215,1.97,14200.82,0.32,10.31
DEVYANI,EQ,142.59,-0.81,17580.49,7.17,10.26
BECTORFOOD,EQ,242.48,0.88,7443.91,4.22,10.17
GAIL,EQ,172.8,-1.2,113617.72,5.85,10.13
OLECTRA,EQ,1313.3,-0.27,10779.66,0.77,10.13
IREDA,EQ,115.67,-0.5,32494.38,8.77,10.12
VSSL,EQ,361.6,2.33,3496.71,2.77,10.12
BBOX,EQ,778.35,-2.2,13823.43,1.3,10.1
PRICOLLTD,EQ,803,1.38,9787.08,1.26,10.04
NESTLEIND,EQ,1491.2,-0.53,287550.23,0.67,10.03
JNKINDIA,EQ,472.8,3.63,2645.5,2.15,10.02
MTARTECH,BE,7126.5,1,21920.82,0.14,10
ASTRAMICRO,EQ,1729.4,-0.57,16419.79,0.56,9.79
AXISCADES,EQ,1557.4,4.89,6624.17,0.63,9.78
JGCHEM,EQ,614.35,1.35,2407.4,1.58,9.76
ORCHPHARMA,EQ,976.85,-6.58,4954.5,1.01,9.72
ASAHIINDIA,EQ,943,0.4,24039.63,1.03,9.72
AEROFLEX,EQ,463.75,0.85,6136.84,2.11,9.67
GENUSPOWER,EQ,302.95,-1.99,9217.03,3.16,9.64
MOSCHIP,EQ,211.35,1.46,4115.25,4.54,9.57
CONCORDBIO,EQ,1502.8,3.55,15721.72,0.65,9.56
LMW,EQ,19395,2.51,20719.68,0.05,9.56
GPIL,EQ,235.63,0.08,15860.19,4.06,9.52
GRANULES,EQ,849.25,-1.07,21044.15,1.12,9.52
GOLDIETF,EQ,131.12,1.17,28082.22,7.26,9.51
APOLLOPIPE,EQ,535.3,4.79,2357.9,1.8,9.49
IGL,EQ,149.72,-1.31,20960.82,6.28,9.35
MAHABANK,EQ,80.5,0.47,61916.91,11.54,9.25
NTPC,EQ,337.9,-0.62,327650.35,2.73,9.25
AARTIIND,EQ,528.2,-1.1,19159.22,1.74,9.23
ASTRAL,EQ,1549.2,-0.46,41619.28,0.59,9.18
TATAELXSI,EQ,3730.9,-1.11,23229.34,0.24,9.01
KTKBANK,EQ,305.35,-1.39,11551.36,2.95,9.01
SOUTHBANK,EQ,45.31,-0.94,11863,19.77,9
DMART,EQ,4031.6,-0.7,262959.49,0.22,8.98
GMDCLTD,EQ,579.7,-0.19,18434.46,1.55,8.98
MAXESTATES,EQ,457.6,3.54,7482.37,1.93,8.95
SBICARD,EQ,626.7,-1,59639.43,1.42,8.95
WABAG,EQ,1895.2,-0.49,11829.36,0.47,8.9
SUPRIYA,EQ,789.7,-0.25,6355.73,1.12,8.88
DIACABS,BE,371.05,0.69,22191.43,2.39,8.87
PANAMAPET,EQ,492.05,2.6,2976.59,1.81,8.85
AARTIPHARM,EQ,866.3,1.77,7855.59,1.02,8.82
GNA,EQ,562,3.56,2412.71,1.59,8.81
ICICIGI,EQ,1632.1,0.13,81527.85,0.54,8.81
M&MFIN,EQ,393.5,0.87,54695.37,2.25,8.76
PREMEXPLN,EQ,670.4,2.84,3604.15,1.31,8.71
TITAGARH,EQ,813.75,-2.12,10959.08,1.06,8.68
MARINE,EQ,366.25,-1.2,5125.46,2.36,8.68
BANDHANBNK,EQ,173.11,0.03,27889.77,5.01,8.67
ASKAUTOLTD,EQ,664.25,3.03,13095.2,1.29,8.55
TIMETECHNO,EQ,191.46,-0.94,9451.14,4.45,8.54
INOXWIND,EQ,74.35,0.92,12849.45,11.56,8.53
SCI,EQ,292.65,0.14,13631.61,2.93,8.52
IOLCP,EQ,163.3,-1.38,4793.3,5.18,8.51
NEOGEN,EQ,2195.6,-0.42,6011.92,0.38,8.48
BAJAJFINSV,EQ,2006.2,-0.1,321405.55,0.42,8.47
SILVERIETF,EQ,233.54,1.13,14944.91,3.62,8.45
INDUSINDBK,EQ,1010.2,-1.04,78707.99,0.83,8.4
DABUR,EQ,405.15,-0.02,71871.68,2.07,8.37
LUMAXTECH,EQ,2045.8,0.99,13943.7,0.41,8.35
GUJENERGY,EQ,276.5,-2.28,25942.08,2.97,8.31
BANKBEES,EQ,594.52,-0.31,8346.72,1.4,8.3
EXPLEOSOL,EQ,892,9.32,1384.36,0.94,8.22
REFEX,EQ,305.9,2.91,4197.54,2.69,8.21
AGIIL,EQ,302.9,0.33,3786.17,2.69,8.2
ROSSTECH,EQ,1099.95,2.47,4146.42,0.75,8.19
MANIPALHOS,EQ,705.05,-0.27,92740.67,1.16,8.19
AMBUJACEM,EQ,414.5,-0.72,102995.67,1.95,8.09
GANDHAR,EQ,245.7,0.05,2404.9,3.24,8.02
NAZARA,EQ,356.6,0.2,13210.78,2.25,8
ARE&M,EQ,942,-0.42,17240.99,0.85,7.99
SIGMAADV,EQ,630.55,-4.48,11112.79,1.24,7.89
MRF,EQ,133190,-0.22,56487.78,0.01,7.84
EIDPARRY,EQ,792.1,2.18,14095.87,0.99,7.82
AVTNPL,EQ,85.38,5.08,1300.2,9.07,7.8
J&KBANK,EQ,151.5,-2.56,16682.91,5.12,7.79
IIFL,EQ,630.75,-0.06,26830.91,1.23,7.73
ENGINERSIN,EQ,242.34,-0.55,13620.53,3.17,7.69
DEEPAKNTR,EQ,1748.2,1.45,23844.23,0.44,7.66
GMMPFAUDLR,EQ,1051.95,0.35,4729.28,0.73,7.65
HDFCSILVER,EQ,223.85,1.2,7672.71,3.41,7.63
EIMCOELECO,EQ,2069.5,3.19,1193.77,0.37,7.62
PETRONET,EQ,284.55,0.69,42682.5,2.68,7.61
MARICO,EQ,860.25,-0.57,111693.81,0.88,7.59
ICRA,EQ,5190.7,-1.42,5009.66,0.15,7.58
MANINDS,EQ,607.1,1.28,4553.83,1.25,7.56
ABREL,EQ,1386.8,-1.15,15489.96,0.53,7.54
HYUNDAI,EQ,2187.6,-0.52,177751.49,0.34,7.53
CESC,EQ,169.64,1.08,22486.98,4.43,7.5
